Reservation-id,Gender,Age,Income,Expected_checkin,Expected_checkout,Booking_date,Adults,Children,Babies,Visted_Previously,Previous_Cancellations,Required_Car_Parking,Use_Promotion,Discount_Rate,Room_Rate,Eth__African American,Eth__Asian American,Eth__Latino,Eth__caucasian,Ed_L__College,Ed_L__Grad,Ed_L__High-School,Ed_L__Mid-School,Country_R__East,Country_R__North,Country_R__South,Country_R__West,Hotel_T__Airport Hotels,Hotel_T__City Hotel,Hotel_T__Resort,Meal_T__BB,Meal_T__FB,Meal_T__HB,Expected_Checking_days,week_end/day,Reservation_Status
62712158,1,3,4,2015-07-03,2015-07-04,2015-07-04,2,2,1,0,0,1,1,10,131,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1
62570719,0,1,3,2015-07-03,2015-07-04,2015-07-04,5,1,1,1,0,1,1,10,149,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1
31873692,0,0,2,2015-07-03,2015-07-04,2015-07-04,2,2,0,1,0,1,1,20,140,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1
88607277,0,2,4,2015-07-04,2015-07-05,2015-06-21,2,1,1,0,0,1,1,10,143,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1
45408396,1,0,1,2015-07-04,2015-07-05,2015-06-25,1,1,0,0,0,1,1,5,225,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,1
60695251,0,2,4,2015-07-04,2015-07-05,2015-06-30,3,1,1,1,0,0,1,25,201,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1
18301716,0,0,2,2015-07-05,2015-07-06,2015-06-19,2,2,0,1,0,1,0,0,123,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1
75436311,0,2,1,2015-07-05,2015-07-06,2015-04-04,4,2,0,1,1,1,1,25,242,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,1
51494336,1,0,2,2015-06-29,2015-07-01,2015-06-28,1,3,0,1,1,0,1,15,179,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,2,0,1
37564720,1,0,1,2015-07-05,2015-07-06,2015-06-26,1,1,0,1,0,1,1,10,232,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1
84070025,1,3,4,2015-07-05,2015-07-06,2015-07-03,1,1,2,0,0,1,1,30,127,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1
58266326,0,2,1,2015-07-05,2015-07-06,2015-05-16,3,3,1,1,0,1,0,0,204,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1
4845332,0,1,3,2015-06-16,2015-06-17,2015-04-07,3,1,0,1,0,0,1,10,174,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1
96798559,1,3,3,2015-06-18,2015-06-20,2015-04-18,1,2,0,0,0,1,1,10,219,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,2,0,1
75344429,0,3,3,2015-07-03,2015-07-04,2015-05-03,1,3,0,0,0,1,1,30,146,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1
89456553,1,3,3,2015-06-12,2015-06-13,2015-03-04,5,1,0,0,0,1,1,10,177,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1
97707055,0,3,1,2015-07-05,2015-07-06,2015-07-04,1,2,1,0,0,0,0,0,214,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1
66082028,0,2,1,2015-07-05,2015-07-07,2015-06-22,4,1,1,1,1,1,0,0,200,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,2,1,1
59992741,0,2,4,2015-06-09,2015-06-12,2015-04-22,4,1,1,0,0,0,0,0,186,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,3,0,1
67830167,1,0,2,2015-07-06,2015-07-07,2015-07-04,5,2,0,0,0,1,0,0,187,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1
61148490,0,2,2,2015-05-26,2015-05-29,2015-04-11,2,2,1,0,0,1,1,30,212,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,3,0,1
8374938,1,1,3,2015-07-07,2015-07-09,2015-07-07,1,3,0,1,1,1,0,0,222,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,2,0,1
12091786,1,3,2,2015-07-07,2015-07-09,2015-04-28,4,1,0,0,0,1,1,20,121,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,2,0,1
7675104,0,1,2,2015-07-11,2015-07-12,2015-04-22,5,2,2,0,0,0,0,0,203,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1
44467998,1,0,1,2015-07-12,2015-07-15,2015-04-07,1,2,1,1,0,0,1,5,227,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,3,1,1
54294175,0,1,3,2015-05-19,2015-05-20,2014-05-17,1,1,0,1,1,1,1,20,249,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
37285949,1,0,4,2015-07-13,2015-07-16,2014-07-17,2,2,1,0,0,1,1,20,243,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,3,0,1
52449633,1,3,3,2015-06-09,2015-06-10,2015-03-21,2,1,0,1,0,1,1,10,231,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1
43700894,0,2,3,2015-07-13,2015-07-17,2015-04-09,2,1,0,0,0,1,1,25,169,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,4,0,1
19868896,1,1,1,2015-07-17,2015-07-18,2014-08-28,1,1,0,1,0,0,1,25,188,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1
64763276,0,1,2,2015-07-17,2015-07-20,2015-05-12,2,2,0,0,0,1,1,10,100,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,3,1,1
50935350,0,1,1,2015-04-15,2015-04-18,2015-01-29,2,1,1,0,0,0,1,40,170,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,3,0,1
59376256,1,2,1,2015-07-04,2015-07-07,2015-06-25,2,1,1,0,0,0,1,20,146,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,3,1,1
2454990,0,2,2,2015-07-04,2015-07-05,2015-06-26,1,1,0,0,0,1,1,10,121,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1
66392370,0,2,1,2015-07-04,2015-07-05,2015-07-04,2,1,0,0,0,1,0,0,102,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1
41050783,0,2,1,2015-07-04,2015-07-06,2015-06-15,1,1,0,0,0,1,1,30,138,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,2,1,1
4295644,1,1,1,2015-07-04,2015-07-07,2015-06-28,1,1,0,0,0,0,1,20,242,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,3,1,1
41547218,0,0,3,2015-07-04,2015-07-06,2015-03-19,1,2,1,1,1,0,1,5,203,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,2,1,1
5293613,0,2,2,2015-05-26,2015-05-27,2015-02-07,2,1,0,1,1,1,0,0,235,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1
16778927,1,3,3,2015-06-29,2015-06-30,2015-04-19,2,1,1,0,0,1,1,15,205,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1
44624415,0,2,2,2015-05-13,2015-05-14,2015-03-12,1,2,1,0,0,1,1,5,215,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1
1691869,1,1,4,2015-07-10,2015-07-12,2015-05-10,2,1,0,0,0,1,1,5,240,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,2,1,1
89215770,0,2,2,2015-07-10,2015-07-14,2015-04-04,3,1,0,0,0,1,1,30,226,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,4,1,1
20176010,0,2,3,2015-07-10,2015-07-12,2015-04-01,1,1,2,0,0,1,1,10,164,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,2,1,1
40028695,1,2,3,2015-07-07,2015-07-09,2015-07-05,4,2,0,0,0,0,1,25,204,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,2,0,1
11260215,1,0,1,2015-07-07,2015-07-11,2015-04-04,2,2,0,0,0,1,0,0,158,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,4,0,1
76318666,1,1,2,2015-07-10,2015-07-12,2015-04-11,2,2,0,1,1,1,1,15,204,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,2,1,1
56252511,0,0,1,2015-07-10,2015-07-11,2015-04-07,3,1,0,1,0,1,1,5,117,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1
15611316,1,2,2,2015-07-11,2015-07-14,2015-04-03,3,1,0,0,0,1,1,15,209,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,3,1,1
27064774,0,2,1,2015-06-09,2015-06-10,2015-05-15,5,1,0,1,0,0,1,10,114,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1
46967349,1,1,2,2015-05-20,2015-05-21,2015-03-09,2,2,0,0,0,1,1,5,229,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1
70161171,1,2,3,2015-04-22,2015-04-24,2015-01-12,2,2,0,1,0,0,0,0,129,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,2,0,1
81928060,1,0,2,2015-07-11,2015-07-13,2015-03-20,4,1,0,0,0,1,1,25,189,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,2,1,1
20965226,1,0,1,2015-07-11,2015-07-12,2015-04-01,2,1,2,1,1,0,1,5,247,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1
99218933,1,2,3,2015-07-11,2015-07-13,2015-04-18,3,3,0,1,0,1,0,0,245,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,2,1,1
18472049,1,0,1,2015-07-11,2015-07-12,2015-04-25,5,2,0,1,1,1,1,20,191,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1
54997115,1,0,2,2015-07-11,2015-07-12,2015-05-21,2,2,0,1,0,1,0,0,214,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1
47708934,0,2,1,2015-07-12,2015-07-15,2015-06-16,1,2,0,1,0,1,1,10,228,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,3,1,1
31956359,1,0,3,2015-05-12,2015-05-13,2015-02-01,2,1,0,0,0,1,1,20,238,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1
85101864,0,2,3,2015-07-12,2015-07-13,2015-03-26,2,3,0,0,0,1,1,5,144,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1
76679894,0,2,3,2015-07-14,2015-07-16,2015-04-15,2,1,0,0,0,0,1,10,216,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,2,0,1
99030960,0,1,3,2015-07-14,2015-07-18,2015-04-17,1,1,0,0,0,1,1,5,240,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,4,0,1
22908824,1,1,1,2015-07-14,2015-07-16,2015-04-28,3,1,1,0,0,1,0,0,123,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,2,0,1
95121154,1,1,2,2015-07-05,2015-07-06,2015-07-04,4,2,0,0,0,1,1,5,248,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1
93260803,1,1,3,2015-07-05,2015-07-07,2015-06-07,5,1,1,0,0,1,1,25,217,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,2,1,1
65748594,1,0,3,2015-05-29,2015-05-31,2015-04-10,1,2,0,0,0,0,1,5,234,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,2,1,1
70197598,0,3,3,2015-07-04,2015-07-05,2015-05-30,3,1,0,1,1,1,1,5,120,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1
75393812,1,2,3,2015-05-13,2015-05-15,2015-03-03,2,3,0,0,0,1,0,0,158,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,2,0,1
35573319,1,0,3,2015-06-16,2015-06-18,2015-05-16,2,1,1,0,0,1,0,0,168,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,2,0,1
15775355,0,0,1,2015-07-05,2015-07-07,2015-06-05,3,1,1,0,0,1,1,20,130,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,2,1,1
20372189,1,1,2,2015-07-05,2015-07-08,2015-06-30,1,1,0,0,0,1,1,5,203,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,3,1,1
14138784,1,1,3,2015-07-06,2015-07-08,2015-03-30,3,3,1,1,1,1,1,15,181,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,2,0,1
75668801,1,3,2,2015-07-06,2015-07-07,2015-07-06,1,1,1,0,0,1,1,15,165,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1
85923736,1,0,1,2015-07-06,2015-07-07,2015-03-29,2,2,0,1,0,1,1,20,186,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1
91219,0,1,3,2015-07-06,2015-07-08,2015-03-30,4,1,0,0,0,1,1,10,130,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,2,0,1
45482058,0,2,2,2015-07-06,2015-07-08,2015-06-29,1,1,0,0,0,1,1,20,118,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,2,0,1
91798772,0,1,1,2015-07-01,2015-07-05,2015-06-30,3,1,1,0,0,0,0,0,123,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,4,0,1
52430955,1,0,2,2015-07-06,2015-07-07,2015-07-07,1,2,0,0,0,1,1,5,195,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1
56511978,0,2,1,2015-07-06,2015-07-08,2015-06-29,1,2,0,1,1,1,0,0,109,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,2,0,1
4371916,1,3,4,2015-07-06,2015-07-08,2015-07-06,1,2,1,0,0,0,1,10,162,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,2,0,1
61280116,1,0,4,2015-07-06,2015-07-10,2015-07-08,1,1,0,0,0,1,1,25,179,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,4,0,1
8903936,1,0,3,2015-07-06,2015-07-09,2015-06-30,4,1,0,1,1,1,1,20,242,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,3,0,1
49894109,0,2,2,2015-07-01,2015-07-02,2015-06-27,1,1,0,0,0,0,1,15,244,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1
36479325,1,3,4,2015-07-06,2015-07-08,2015-07-06,2,2,1,0,0,1,1,30,148,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,2,0,1
95145544,1,0,4,2015-07-07,2015-07-08,2015-05-25,2,2,1,1,1,0,0,0,176,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1
78688371,1,0,1,2015-07-07,2015-07-09,2015-04-20,1,1,0,0,0,0,1,20,103,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,2,0,1
50136772,1,3,2,2015-07-09,2015-07-13,2015-04-07,4,1,0,1,0,1,1,20,122,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,4,0,1
8142106,0,1,2,2015-07-10,2015-07-11,2015-03-24,3,2,1,0,0,1,1,20,133,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,1
12737635,1,1,2,2015-07-10,2015-07-11,2015-06-11,4,1,1,0,0,1,0,0,158,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1
70828688,0,3,3,2015-07-10,2015-07-11,2015-05-08,2,1,0,0,0,0,1,40,227,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1
45133192,0,1,3,2015-07-11,2015-07-12,2015-06-03,1,2,0,1,0,0,1,25,114,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1
